PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_LW_DWN,2007,-10.75,-76.25,306.3,302.68,308.93,295.65,280.13,250.05,266.94,265.09,297.48,293.12,295.38,296.47,288.11
ALLSKY_SFC_LW_DWN,2007,-11.25,-73.75,430.01,420.95,416.7,420.73,414.95,402.25,405.05,403.55,413.96,423.59,429.53,424.26,417.1
ALLSKY_SFC_LW_DWN,2007,-11.25,-74.25,433.19,427.2,422.89,419.43,410.35,388.43,402.19,400.67,416.66,421.21,424.84,424.32,415.9
ALLSKY_SFC_LW_DWN,2007,-11.25,-74.75,433.19,427.2,422.89,419.43,410.35,388.43,402.19,400.67,416.66,421.21,424.84,424.32,415.9
ALLSKY_SFC_LW_DWN,2007,-11.25,-75.25,327.2,327.89,327.77,314.8,302.12,272.01,296.45,288.78,315.49,313.91,317.8,322.0,310.44
ALLSKY_SFC_LW_DWN,2007,-11.25,-75.75,327.2,327.89,327.77,314.8,302.12,272.01,296.45,288.78,315.49,313.91,317.8,322.0,310.44
ALLSKY_SFC_LW_DWN,2007,-11.25,-76.25,302.54,294.59,302.74,287.9,268.0,251.38,258.83,263.41,281.32,283.62,283.01,286.95,280.29
ALLSKY_SFC_LW_DWN,2007,-11.75,-73.75,430.01,420.95,416.7,420.73,414.95,402.25,405.05,403.55,413.96,423.59,429.53,424.26,417.1
ALLSKY_SFC_LW_DWN,2007,-11.75,-74.25,433.19,427.2,422.89,419.43,410.35,388.43,402.19,400.67,416.66,421.21,424.84,424.32,415.9
ALLSKY_SFC_LW_DWN,2007,-11.75,-74.75,433.19,427.2,422.89,419.43,410.35,388.43,402.19,400.67,416.66,421.21,424.84,424.32,415.9
ALLSKY_SFC_LW_DWN,2007,-11.75,-75.25,327.2,327.89,327.77,314.8,302.12,272.01,296.45,288.78,315.49,313.91,317.8,322.0,310.44
ALLSKY_SFC_LW_DWN,2007,-11.75,-75.75,327.2,327.89,327.77,314.8,302.12,272.01,296.45,288.78,315.49,313.91,317.8,322.0,310.44
ALLSKY_SFC_LW_DWN,2007,-11.75,-76.25,302.54,294.59,302.74,287.9,268.0,251.38,258.83,263.41,281.32,283.62,283.01,286.95,280.29
ALLSKY_SFC_LW_DWN,2007,-12.25,-73.75,390.78,387.66,382.72,379.27,381.12,365.31,374.33,374.75,381.93,388.8,392.07,383.71,381.85
ALLSKY_SFC_LW_DWN,2007,-12.25,-74.25,345.91,346.02,343.15,333.3,320.21,290.68,314.7,307.54,330.02,332.19,334.09,339.34,328.02
ALLSKY_SFC_LW_DWN,2007,-12.25,-74.75,345.91,346.02,343.15,333.3,320.21,290.68,314.7,307.54,330.02,332.19,334.09,339.34,328.02
ALLSKY_SFC_LW_DWN,2007,-12.25,-75.25,293.8,288.56,294.38,280.57,257.18,226.96,243.52,238.92,275.25,272.05,275.43,281.55,268.91
ALLSKY_SFC_LW_DWN,2007,-12.25,-75.75,293.8,288.56,294.38,280.57,257.18,226.96,243.52,238.92,275.25,272.05,275.43,281.55,268.91
ALLSKY_SFC_LW_DWN,2007,-12.25,-76.25,330.86,322.32,330.1,317.37,298.2,300.41,300.52,301.41,312.34,308.96,307.98,314.5,312.02
ALLSKY_SFC_LW_DWN,2008,-10.75,-73.75,425.86,423.46,415.12,415.22,409.07,408.2,401.45,416.72,418.2,427.29,431.56,426.55,418.2
ALLSKY_SFC_LW_DWN,2008,-10.75,-74.25,437.21,436.25,424.22,424.88,419.7,416.88,413.4,434.16,433.39,439.5,439.91,435.1,429.52
ALLSKY_SFC_LW_DWN,2008,-10.75,-74.75,437.21,436.25,424.22,424.88,419.7,416.88,413.4,434.16,433.39,439.5,439.91,435.1,429.52
ALLSKY_SFC_LW_DWN,2008,-10.75,-75.25,376.79,378.38,369.41,371.09,363.7,355.67,354.38,369.31,369.95,378.05,377.78,377.19,370.12
ALLSKY_SFC_LW_DWN,2008,-10.75,-75.75,376.79,378.38,369.41,371.09,363.7,355.67,354.38,369.31,369.95,378.05,377.78,377.19,370.12
ALLSKY_SFC_LW_DWN,2008,-10.75,-76.25,302.03,303.84,298.27,295.22,273.09,257.97,252.72,277.12,290.22,301.08,293.89,298.02,286.89
ALLSKY_SFC_LW_DWN,2008,-11.25,-73.75,420.43,418.65,407.88,411.23,408.7,404.96,401.84,419.65,416.26,424.84,429.35,419.99,415.3
ALLSKY_SFC_LW_DWN,2008,-11.25,-74.25,423.72,423.92,415.83,410.95,398.89,391.5,389.56,412.39,417.34,425.27,427.62,422.4,413.24
ALLSKY_SFC_LW_DWN,2008,-11.25,-74.75,423.72,423.92,415.83,410.95,398.89,391.5,389.56,412.39,417.34,425.27,427.62,422.4,413.24
ALLSKY_SFC_LW_DWN,2008,-11.25,-75.25,324.43,323.73,319.83,315.73,295.6,282.93,279.45,299.66,310.56,322.16,316.06,322.52,309.34
ALLSKY_SFC_LW_DWN,2008,-11.25,-75.75,324.43,323.73,319.83,315.73,295.6,282.93,279.45,299.66,310.56,322.16,316.06,322.52,309.34
ALLSKY_SFC_LW_DWN,2008,-11.25,-76.25,297.81,298.27,291.6,284.52,259.42,256.27,252.27,270.28,272.44,293.43,293.22,287.7,279.7
ALLSKY_SFC_LW_DWN,2008,-11.75,-73.75,420.43,418.65,407.88,411.23,408.7,404.96,401.84,419.65,416.26,424.84,429.35,419.99,415.3
ALLSKY_SFC_LW_DWN,2008,-11.75,-74.25,423.72,423.92,415.83,410.95,398.89,391.5,389.56,412.39,417.34,425.27,427.62,422.4,413.24
ALLSKY_SFC_LW_DWN,2008,-11.75,-74.75,423.72,423.92,415.83,410.95,398.89,391.5,389.56,412.39,417.34,425.27,427.62,422.4,413.24
ALLSKY_SFC_LW_DWN,2008,-11.75,-75.25,324.43,323.73,319.83,315.73,295.6,282.93,279.45,299.66,310.56,322.16,316.06,322.52,309.34
ALLSKY_SFC_LW_DWN,2008,-11.75,-75.75,324.43,323.73,319.83,315.73,295.6,282.93,279.45,299.66,310.56,322.16,316.06,322.52,309.34
ALLSKY_SFC_LW_DWN,2008,-11.75,-76.25,297.81,298.27,291.6,284.52,259.42,256.27,252.27,270.28,272.44,293.43,293.22,287.7,279.7
ALLSKY_SFC_LW_DWN,2008,-12.25,-73.75,384.48,383.06,378.45,377.24,372.66,366.2,372.22,388.41,384.44,389.84,393.57,385.0,381.3
ALLSKY_SFC_LW_DWN,2008,-12.25,-74.25,345.45,342.21,335.8,328.89,311.52,300.83,297.02,317.01,327.25,337.38,335.45,339.86,326.51
ALLSKY_SFC_LW_DWN,2008,-12.25,-74.75,345.45,342.21,335.8,328.89,311.52,300.83,297.02,317.01,327.25,337.38,335.45,339.86,326.51
ALLSKY_SFC_LW_DWN,2008,-12.25,-75.25,296.13,290.05,282.45,273.38,241.03,235.5,227.38,247.12,262.94,281.45,278.23,282.03,266.39
ALLSKY_SFC_LW_DWN,2008,-12.25,-75.75,296.13,290.05,282.45,273.38,241.03,235.5,227.38,247.12,262.94,281.45,278.23,282.03,266.39
ALLSKY_SFC_LW_DWN,2008,-12.25,-76.25,330.48,327.91,319.48,303.31,297.07,303.86,295.34,307.41,310.71,315.52,317.97,309.84,311.52
ALLSKY_SFC_LW_DWN,2009,-10.75,-73.75,417.48,414.3,413.39,413.89,419.84,407.58,410.84,412.73,420.76,430.8,429.17,420.43,417.62
ALLSKY_SFC_LW_DWN,2009,-10.75,-74.25,430.35,427.3,424.34,424.67,426.56,419.67,421.59,427.92,435.69,443.45,436.98,430.21,429.07
ALLSKY_SFC_LW_DWN,2009,-10.75,-74.75,430.35,427.3,424.34,424.67,426.56,419.67,421.59,427.92,435.69,443.45,436.98,430.21,429.07
ALLSKY_SFC_LW_DWN,2009,-10.75,-75.25,376.52,376.12,373.18,370.98,369.23,359.5,361.53,368.72,369.88,378.52,379.38,380.19,371.97
ALLSKY_SFC_LW_DWN,2009,-10.75,-75.75,376.52,376.12,373.18,370.98,369.23,359.5,361.53,368.72,369.88,378.52,379.38,380.19,371.97
ALLSKY_SFC_LW_DWN,2009,-10.75,-76.25,303.42,306.59,304.05,294.37,283.58,263.09,267.51,276.38,286.7,295.6,301.8,309.87,291.0
ALLSKY_SFC_LW_DWN,2009,-11.25,-73.75,412.9,414.68,410.59,411.41,411.91,407.68,408.13,414.77,419.1,427.9,427.34,419.09,415.45
ALLSKY_SFC_LW_DWN,2009,-11.25,-74.25,418.98,422.14,418.16,411.74,409.44,396.2,400.61,409.56,416.88,427.84,429.77,424.81,415.48
ALLSKY_SFC_LW_DWN,2009,-11.25,-74.75,418.98,422.14,418.16,411.74,409.44,396.2,400.61,409.56,416.88,427.84,429.77,424.81,415.48
ALLSKY_SFC_LW_DWN,2009,-11.25,-75.25,325.15,327.67,322.7,313.87,304.44,286.01,290.21,300.16,311.05,317.23,328.52,330.92,313.08
ALLSKY_SFC_LW_DWN,2009,-11.25,-75.75,325.15,327.67,322.7,313.87,304.44,286.01,290.21,300.16,311.05,317.23,328.52,330.92,313.08
ALLSKY_SFC_LW_DWN,2009,-11.25,-76.25,296.06,300.78,297.45,284.03,270.32,255.69,262.03,266.22,279.3,290.74,295.09,298.42,282.91
ALLSKY_SFC_LW_DWN,2009,-11.75,-73.75,412.9,414.68,410.59,411.41,411.91,407.68,408.13,414.77,419.1,427.9,427.34,419.09,415.45
ALLSKY_SFC_LW_DWN,2009,-11.75,-74.25,418.98,422.14,418.16,411.74,409.44,396.2,400.61,409.56,416.88,427.84,429.77,424.81,415.48
ALLSKY_SFC_LW_DWN,2009,-11.75,-74.75,418.98,422.14,418.16,411.74,409.44,396.2,400.61,409.56,416.88,427.84,429.77,424.81,415.48
ALLSKY_SFC_LW_DWN,2009,-11.75,-75.25,325.15,327.67,322.7,313.87,304.44,286.01,290.21,300.16,311.05,317.23,328.52,330.92,313.08
ALLSKY_SFC_LW_DWN,2009,-11.75,-75.75,325.15,327.67,322.7,313.87,304.44,286.01,290.21,300.16,311.05,317.23,328.52,330.92,313.08
ALLSKY_SFC_LW_DWN,2009,-11.75,-76.25,296.06,300.78,297.45,284.03,270.32,255.69,262.03,266.22,279.3,290.74,295.09,298.42,282.91
ALLSKY_SFC_LW_DWN,2009,-12.25,-73.75,382.63,383.39,381.11,379.77,373.7,367.52,372.55,381.14,384.23,389.37,388.54,387.08,380.91
ALLSKY_SFC_LW_DWN,2009,-12.25,-74.25,342.73,346.0,340.34,331.01,323.52,303.55,311.94,317.48,329.48,337.3,345.88,347.38,331.3
ALLSKY_SFC_LW_DWN,2009,-12.25,-74.75,342.73,346.0,340.34,331.01,323.52,303.55,311.94,317.48,329.48,337.3,345.88,347.38,331.3
ALLSKY_SFC_LW_DWN,2009,-12.25,-75.25,289.47,295.51,290.05,275.65,259.8,228.8,243.64,247.43,269.36,279.45,289.67,293.23,271.71
ALLSKY_SFC_LW_DWN,2009,-12.25,-75.75,289.47,295.51,290.05,275.65,259.8,228.8,243.64,247.43,269.36,279.45,289.67,293.23,271.71
ALLSKY_SFC_LW_DWN,2009,-12.25,-76.25,324.74,330.33,325.1,311.34,303.02,301.05,304.66,303.41,312.71,318.42,320.37,327.71,315.16
ALLSKY_SFC_LW_DWN,2010,-10.75,-73.75,420.11,422.84,421.74,429.78,418.66,399.2,406.18,397.3,425.64,427.69,419.84,418.35,417.22
ALLSKY_SFC_LW_DWN,2010,-10.75,-74.25,434.26,433.98,433.22,440.94,429.64,417.76,418.75,415.83,438.07,437.23,431.8,431.79,430.22
ALLSKY_SFC_LW_DWN,2010,-10.75,-74.75,434.26,433.98,433.22,440.94,429.64,417.76,418.75,415.83,438.07,437.23,431.8,431.79,430.22
ALLSKY_SFC_LW_DWN,2010,-10.75,-75.25,384.11,382.6,380.5,377.15,370.12,360.09,355.03,354.03,366.85,372.96,375.02,375.95,371.12
ALLSKY_SFC_LW_DWN,2010,-10.75,-75.75,384.11,382.6,380.5,377.15,370.12,360.09,355.03,354.03,366.85,372.96,375.02,375.95,371.12
ALLSKY_SFC_LW_DWN,2010,-10.75,-76.25,307.41,307.91,305.84,292.02,277.22,263.02,254.67,258.14,281.45,293.52,295.44,302.13,286.43
ALLSKY_SFC_LW_DWN,2010,-11.25,-73.75,422.26,422.61,421.48,426.52,417.14,402.18,402.16,398.77,420.02,421.06,418.07,419.4,415.91
ALLSKY_SFC_LW_DWN,2010,-11.25,-74.25,429.73,428.3,426.02,420.91,408.83,395.71,391.78,394.71,415.98,421.21,420.64,420.45,414.42
ALLSKY_SFC_LW_DWN,2010,-11.25,-74.75,429.73,428.3,426.02,420.91,408.83,395.71,391.78,394.71,415.98,421.21,420.64,420.45,414.42
ALLSKY_SFC_LW_DWN,2010,-11.25,-75.25,331.84,331.35,327.62,314.77,301.87,285.75,282.74,283.83,307.87,316.62,315.84,324.11,310.23
ALLSKY_SFC_LW_DWN,2010,-11.25,-75.75,331.84,331.35,327.62,314.77,301.87,285.75,282.74,283.83,307.87,316.62,315.84,324.11,310.23
ALLSKY_SFC_LW_DWN,2010,-11.25,-76.25,297.54,299.45,297.73,283.4,266.79,259.67,251.41,258.94,275.8,282.65,284.96,294.92,279.31
ALLSKY_SFC_LW_DWN,2010,-11.75,-73.75,422.26,422.61,421.48,426.52,417.14,402.18,402.16,398.77,420.02,421.06,418.07,419.4,415.91
ALLSKY_SFC_LW_DWN,2010,-11.75,-74.25,429.73,428.3,426.02,420.91,408.83,395.71,391.78,394.71,415.98,421.21,420.64,420.45,414.42
ALLSKY_SFC_LW_DWN,2010,-11.75,-74.75,429.73,428.3,426.02,420.91,408.83,395.71,391.78,394.71,415.98,421.21,420.64,420.45,414.42
ALLSKY_SFC_LW_DWN,2010,-11.75,-75.25,331.84,331.35,327.62,314.77,301.87,285.75,282.74,283.83,307.87,316.62,315.84,324.11,310.23
ALLSKY_SFC_LW_DWN,2010,-11.75,-75.75,331.84,331.35,327.62,314.77,301.87,285.75,282.74,283.83,307.87,316.62,315.84,324.11,310.23
ALLSKY_SFC_LW_DWN,2010,-11.75,-76.25,297.54,299.45,297.73,283.4,266.79,259.67,251.41,258.94,275.8,282.65,284.96,294.92,279.31
ALLSKY_SFC_LW_DWN,2010,-12.25,-73.75,388.99,387.13,384.87,385.85,377.48,368.66,365.95,370.91,383.27,382.76,382.27,380.81,379.85
ALLSKY_SFC_LW_DWN,2010,-12.25,-74.25,350.86,350.34,344.87,333.29,321.22,303.42,298.21,301.61,323.77,334.81,332.84,342.28,328.0
ALLSKY_SFC_LW_DWN,2010,-12.25,-74.75,350.86,350.34,344.87,333.29,321.22,303.42,298.21,301.61,323.77,334.81,332.84,342.28,328.0
ALLSKY_SFC_LW_DWN,2010,-12.25,-75.25,294.53,298.2,292.47,275.83,256.52,238.41,228.98,232.71,261.7,277.38,274.49,291.54,268.38
ALLSKY_SFC_LW_DWN,2010,-12.25,-75.75,294.53,298.2,292.47,275.83,256.52,238.41,228.98,232.71,261.7,277.38,274.49,291.54,268.38
ALLSKY_SFC_LW_DWN,2010,-12.25,-76.25,329.59,332.55,326.84,317.8,313.4,307.38,295.62,296.95,304.48,307.05,307.1,318.73,313.01
ALLSKY_SFC_LW_DWN,2011,-10.75,-73.75,419.8,413.7,411.91,405.0,405.59,408.23,404.66,411.97,416.05,425.23,422.7,416.3,413.43
ALLSKY_SFC_LW_DWN,2011,-10.75,-74.25,430.76,423.89,421.57,415.55,417.48,419.42,417.74,423.44,427.39,434.32,436.7,427.91,424.69
ALLSKY_SFC_LW_DWN,2011,-10.75,-74.75,430.76,423.89,421.57,415.55,417.48,419.42,417.74,423.44,427.39,434.32,436.7,427.91,424.69
ALLSKY_SFC_LW_DWN,2011,-10.75,-75.25,376.38,373.95,375.27,366.43,365.57,360.36,357.46,360.9,368.63,376.19,375.38,373.38,369.13
ALLSKY_SFC_LW_DWN,2011,-10.75,-75.75,376.38,373.95,375.27,366.43,365.57,360.36,357.46,360.9,368.63,376.19,375.38,373.38,369.13
ALLSKY_SFC_LW_DWN,2011,-10.75,-76.25,304.53,300.87,303.21,293.51,275.34,263.75,263.27,270.66,297.69,297.55,293.83,300.88,288.67
ALLSKY_SFC_LW_DWN,2011,-11.25,-73.75,414.61,407.71,406.42,403.68,404.68,403.45,402.37,402.12,411.28,418.91,418.87,415.13,409.11
ALLSKY_SFC_LW_DWN,2011,-11.25,-74.25,419.69,416.27,416.68,408.33,400.51,397.73,393.98,402.09,414.39,422.77,420.38,418.89,410.94
ALLSKY_SFC_LW_DWN,2011,-11.25,-74.75,419.69,416.27,416.68,408.33,400.51,397.73,393.98,402.09,414.39,422.77,420.38,418.89,410.94
ALLSKY_SFC_LW_DWN,2011,-11.25,-75.25,325.95,325.22,325.71,316.36,297.34,287.36,287.88,297.06,319.16,322.5,314.89,322.52,311.74
ALLSKY_SFC_LW_DWN,2011,-11.25,-75.75,325.95,325.22,325.71,316.36,297.34,287.36,287.88,297.06,319.16,322.5,314.89,322.52,311.74
ALLSKY_SFC_LW_DWN,2011,-11.25,-76.25,295.8,293.22,294.45,288.99,260.72,258.8,259.92,264.52,281.96,281.48,285.39,294.57,279.89
ALLSKY_SFC_LW_DWN,2011,-11.75,-73.75,414.61,407.71,406.42,403.68,404.68,403.45,402.37,402.12,411.28,418.91,418.87,415.13,409.11
ALLSKY_SFC_LW_DWN,2011,-11.75,-74.25,419.69,416.27,416.68,408.33,400.51,397.73,393.98,402.09,414.39,422.77,420.38,418.89,410.94
ALLSKY_SFC_LW_DWN,2011,-11.75,-74.75,419.69,416.27,416.68,408.33,400.51,397.73,393.98,402.09,414.39,422.77,420.38,418.89,410.94
ALLSKY_SFC_LW_DWN,2011,-11.75,-75.25,325.95,325.22,325.71,316.36,297.34,287.36,287.88,297.06,319.16,322.5,314.89,322.52,311.74
ALLSKY_SFC_LW_DWN,2011,-11.75,-75.75,325.95,325.22,325.71,316.36,297.34,287.36,287.88,297.06,319.16,322.5,314.89,322.52,311.74
ALLSKY_SFC_LW_DWN,2011,-11.75,-76.25,295.8,293.22,294.45,288.99,260.72,258.8,259.92,264.52,281.96,281.48,285.39,294.57,279.89
ALLSKY_SFC_LW_DWN,2011,-12.25,-73.75,381.51,376.69,380.14,377.38,371.15,366.67,368.34,372.26,380.77,383.37,384.16,381.09,376.96
ALLSKY_SFC_LW_DWN,2011,-12.25,-74.25,343.04,343.33,343.2,330.65,317.19,306.98,306.26,315.65,333.74,338.34,334.63,340.19,329.35
ALLSKY_SFC_LW_DWN,2011,-12.25,-74.75,343.04,343.33,343.2,330.65,317.19,306.98,306.26,315.65,333.74,338.34,334.63,340.19,329.35
ALLSKY_SFC_LW_DWN,2011,-12.25,-75.25,291.8,291.52,290.77,277.15,250.02,235.98,238.8,249.8,276.49,276.6,277.24,286.36,270.08
ALLSKY_SFC_LW_DWN,2011,-12.25,-75.75,291.8,291.52,290.77,277.15,250.02,235.98,238.8,249.8,276.49,276.6,277.24,286.36,270.08
ALLSKY_SFC_LW_DWN,2011,-12.25,-76.25,323.59,322.13,319.02,315.17,300.41,306.69,302.84,302.09,305.95,304.09,311.89,321.92,311.24
ALLSKY_SFC_LW_DWN,2012,-10.75,-73.75,411.27,407.85,401.95,404.58,393.29,397.18,388.6,395.75,411.23,423.74,423.88,409.16,405.66
ALLSKY_SFC_LW_DWN,2012,-10.75,-74.25,424.6,420.76,415.5,417.93,407.57,408.43,400.88,413.05,423.93,436.06,436.77,420.92,418.83
ALLSKY_SFC_LW_DWN,2012,-10.75,-74.75,424.6,420.76,415.5,417.93,407.57,408.43,400.88,413.05,423.93,436.06,436.77,420.92,418.83
ALLSKY_SFC_LW_DWN,2012,-10.75,-75.25,377.07,377.15,371.73,372.88,361.66,356.03,346.05,356.52,365.23,376.23,379.16,378.18,368.11
ALLSKY_SFC_LW_DWN,2012,-10.75,-75.75,377.07,377.15,371.73,372.88,361.66,356.03,346.05,356.52,365.23,376.23,379.16,378.18,368.11
ALLSKY_SFC_LW_DWN,2012,-10.75,-76.25,304.41,303.86,299.51,299.12,273.3,265.48,249.94,264.91,287.24,299.01,300.48,307.01,287.77
ALLSKY_SFC_LW_DWN,2012,-11.25,-73.75,412.16,406.17,401.76,402.12,395.72,394.59,386.66,399.57,410.38,421.38,420.21,407.27,404.8
ALLSKY_SFC_LW_DWN,2012,-11.25,-74.25,419.79,414.24,409.07,413.58,401.7,396.87,384.53,396.77,408.63,422.45,422.92,417.01,408.91
ALLSKY_SFC_LW_DWN,2012,-11.25,-74.75,419.79,414.24,409.07,413.58,401.7,396.87,384.53,396.77,408.63,422.45,422.92,417.01,408.91
ALLSKY_SFC_LW_DWN,2012,-11.25,-75.25,325.81,327.41,321.09,320.66,299.95,292.67,276.75,287.24,308.15,320.7,322.25,330.66,311.02
ALLSKY_SFC_LW_DWN,2012,-11.25,-75.75,325.81,327.41,321.09,320.66,299.95,292.67,276.75,287.24,308.15,320.7,322.25,330.66,311.02
ALLSKY_SFC_LW_DWN,2012,-11.25,-76.25,291.36,295.59,295.98,289.48,263.77,256.79,252.98,258.11,277.98,287.37,288.64,295.41,279.38
ALLSKY_SFC_LW_DWN,2012,-11.75,-73.75,412.16,406.17,401.76,402.12,395.72,394.59,386.66,399.57,410.38,421.38,420.21,407.27,404.8
ALLSKY_SFC_LW_DWN,2012,-11.75,-74.25,419.79,414.24,409.07,413.58,401.7,396.87,384.53,396.77,408.63,422.45,422.92,417.01,408.91
ALLSKY_SFC_LW_DWN,2012,-11.75,-74.75,419.79,414.24,409.07,413.58,401.7,396.87,384.53,396.77,408.63,422.45,422.92,417.01,408.91
ALLSKY_SFC_LW_DWN,2012,-11.75,-75.25,325.81,327.41,321.09,320.66,299.95,292.67,276.75,287.24,308.15,320.7,322.25,330.66,311.02
ALLSKY_SFC_LW_DWN,2012,-11.75,-75.75,325.81,327.41,321.09,320.66,299.95,292.67,276.75,287.24,308.15,320.7,322.25,330.66,311.02
ALLSKY_SFC_LW_DWN,2012,-11.75,-76.25,291.36,295.59,295.98,289.48,263.77,256.79,252.98,258.11,277.98,287.37,288.64,295.41,279.38
ALLSKY_SFC_LW_DWN,2012,-12.25,-73.75,383.38,379.16,378.06,376.27,371.47,360.69,351.34,369.08,377.45,383.61,385.88,381.0,374.75
ALLSKY_SFC_LW_DWN,2012,-12.25,-74.25,345.34,343.02,339.06,336.53,320.28,310.7,295.8,305.61,324.87,337.41,339.4,347.88,328.76
ALLSKY_SFC_LW_DWN,2012,-12.25,-74.75,345.34,343.02,339.06,336.53,320.28,310.7,295.8,305.61,324.87,337.41,339.4,347.88,328.76
ALLSKY_SFC_LW_DWN,2012,-12.25,-75.25,285.84,289.7,287.85,283.22,251.76,241.12,230.24,237.68,267.02,277.77,281.16,293.97,268.84
ALLSKY_SFC_LW_DWN,2012,-12.25,-75.75,285.84,289.7,287.85,283.22,251.76,241.12,230.24,237.68,267.02,277.77,281.16,293.97,268.84
ALLSKY_SFC_LW_DWN,2012,-12.25,-76.25,314.91,322.47,327.01,314.97,303.4,304.07,304.59,300.62,316.98,312.2,313.8,319.7,312.84
ALLSKY_SFC_LW_DWN,2013,-10.75,-73.75,408.87,409.27,408.59,392.79,401.09,398.11,391.6,396.18,408.67,425.33,415.59,409.82,405.48
ALLSKY_SFC_LW_DWN,2013,-10.75,-74.25,423.23,421.09,421.87,410.3,413.8,411.84,405.34,416.9,425.77,437.02,427.59,424.26,419.92
ALLSKY_SFC_LW_DWN,2013,-10.75,-74.75,423.23,421.09,421.87,410.3,413.8,411.84,405.34,416.9,425.77,437.02,427.59,424.26,419.92
ALLSKY_SFC_LW_DWN,2013,-10.75,-75.25,380.16,376.05,377.26,365.71,364.88,363.78,353.76,363.25,366.05,378.86,375.2,379.12,370.32
ALLSKY_SFC_LW_DWN,2013,-10.75,-75.75,380.16,376.05,377.26,365.71,364.88,363.78,353.76,363.25,366.05,378.86,375.2,379.12,370.32
ALLSKY_SFC_LW_DWN,2013,-10.75,-76.25,306.23,305.05,306.71,285.09,282.88,277.79,264.93,275.37,279.3,302.26,293.28,304.63,290.24
ALLSKY_SFC_LW_DWN,2013,-11.25,-73.75,406.72,408.27,407.48,396.8,398.25,396.23,390.58,399.15,407.59,421.22,413.05,409.56,404.55
ALLSKY_SFC_LW_DWN,2013,-11.25,-74.25,418.48,415.29,415.62,406.88,406.59,404.62,391.59,402.12,409.52,426.57,416.09,421.19,411.2
ALLSKY_SFC_LW_DWN,2013,-11.25,-74.75,418.48,415.29,415.62,406.88,406.59,404.62,391.59,402.12,409.52,426.57,416.09,421.19,411.2
ALLSKY_SFC_LW_DWN,2013,-11.25,-75.25,328.8,329.22,328.27,308.44,306.22,303.55,289.66,297.83,305.42,323.62,319.31,328.43,313.99
ALLSKY_SFC_LW_DWN,2013,-11.25,-75.75,328.8,329.22,328.27,308.44,306.22,303.55,289.66,297.83,305.42,323.62,319.31,328.43,313.99
ALLSKY_SFC_LW_DWN,2013,-11.25,-76.25,294.07,295.96,299.7,272.14,270.2,261.42,259.14,266.61,272.1,291.3,280.27,292.64,279.59
ALLSKY_SFC_LW_DWN,2013,-11.75,-73.75,406.72,408.27,407.48,396.8,398.25,396.23,390.58,399.15,407.59,421.22,413.05,409.56,404.55
ALLSKY_SFC_LW_DWN,2013,-11.75,-74.25,418.48,415.29,415.62,406.88,406.59,404.62,391.59,402.12,409.52,426.57,416.09,421.19,411.2
ALLSKY_SFC_LW_DWN,2013,-11.75,-74.75,418.48,415.29,415.62,406.88,406.59,404.62,391.59,402.12,409.52,426.57,416.09,421.19,411.2
ALLSKY_SFC_LW_DWN,2013,-11.75,-75.25,328.8,329.22,328.27,308.44,306.22,303.55,289.66,297.83,305.42,323.62,319.31,328.43,313.99
ALLSKY_SFC_LW_DWN,2013,-11.75,-75.75,328.8,329.22,328.27,308.44,306.22,303.55,289.66,297.83,305.42,323.62,319.31,328.43,313.99
ALLSKY_SFC_LW_DWN,2013,-11.75,-76.25,294.07,295.96,299.7,272.14,270.2,261.42,259.14,266.61,272.1,291.3,280.27,292.64,279.59
ALLSKY_SFC_LW_DWN,2013,-12.25,-73.75,381.5,383.15,382.1,374.94,371.48,368.1,362.22,374.15,378.15,384.85,383.36,382.3,377.16
ALLSKY_SFC_LW_DWN,2013,-12.25,-74.25,344.71,346.55,344.52,326.22,325.48,323.73,308.41,316.84,322.87,341.34,335.77,346.56,331.85
ALLSKY_SFC_LW_DWN,2013,-12.25,-74.75,344.71,346.55,344.52,326.22,325.48,323.73,308.41,316.84,322.87,341.34,335.77,346.56,331.85
ALLSKY_SFC_LW_DWN,2013,-12.25,-75.25,292.24,291.87,292.36,256.6,263.49,254.62,245.8,251.88,262.21,282.37,274.59,291.66,271.58
ALLSKY_SFC_LW_DWN,2013,-12.25,-75.75,292.24,291.87,292.36,256.6,263.49,254.62,245.8,251.88,262.21,282.37,274.59,291.66,271.58
ALLSKY_SFC_LW_DWN,2013,-12.25,-76.25,315.77,325.53,325.12,293.57,305.21,299.44,299.48,301.67,308.8,310.39,308.71,317.38,309.2
ALLSKY_SFC_LW_DWN,2014,-10.75,-73.75,412.62,412.42,407.06,405.84,406.08,398.87,402.78,393.88,412.71,421.63,412.73,415.8,408.52
ALLSKY_SFC_LW_DWN,2014,-10.75,-74.25,426.31,427.02,421.09,419.51,418.19,415.52,415.21,409.3,427.59,434.34,424.38,424.88,421.91
ALLSKY_SFC_LW_DWN,2014,-10.75,-74.75,426.31,427.02,421.09,419.51,418.19,415.52,415.21,409.3,427.59,434.34,424.38,424.88,421.91
ALLSKY_SFC_LW_DWN,2014,-10.75,-75.25,379.74,381.7,374.75,372.65,371.41,361.95,360.39,353.17,371.16,374.95,376.02,378.67,371.3
